Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / International,Price / International,Compare At Price / International,Status
fosse-grely-brut-nature-2019,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_RuppertLeroy_4602b76e-afc9-4426-a84f-030beb4edfff.jpg?v=1661627054,2,,,,,,,,,,,,,,,,,,,,,,,,
11-12-13-19-brut-nature,"11, 12, 13 ... 19 Brut Nature","<p><b>SEE: </b><span style=""font-weight: 400;"">Gold with flecks of navel orange</span></p>
<p><b>SMELL: </b><span style=""font-weight: 400;"">Hazelnut husk, orchard fruit and white flowers</span></p>
<p><b>TASTE: </b><span style=""font-weight: 400;"">Candied lemon rind, tart acidity and notes of bruised yellow apple and baking spice</span></p>
<p><b>PAIR: </b><span style=""font-weight: 400;"">Pour these bubbles with flakey breakfast pastries filled with custard or fruity jam, a hunk of crusty baguette with soft cheese and spiced nuts, or rich, spicy takeout from your favorite Indian restaurant.</span></p>
<style><!--
.tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
--></style>",Ruppert Leroy,,Standard,"ABV-12, Bottle Size_Standard, Dosage_Brut Nature (0-3 g/l), Grower_Ruppert Leroy, Inventory, REGION-AUBE, Single Bottles, spo-default, spo-disabled, VARIANT-40607089459244-TYPE-BOTTLE, VARIANT-40607089459244-UNIT-ML, VARIANT-40607089459244-VOLUME-750.0, VINTAGE-BLEND OF ALL VINTAGES FROM 2011-2019",true,Title,Default Title,,,,,RLBN19,1814.36948,shopify,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_RLBN.jpg?v=1661633519,1,,false,Brut Nature Champagne by Ruppert Leroy | 11-12-13-1 Brut Nature | fatcork,"Ruppert-Leroy makes Champagne with history. The 11, 12, 13...19 Brut Nature includes champagne from every vintage since 2011 coming from the Aube french region.",Champagne,,,,new,true,,,,,,,lb,,44.45,true,true,,,active
11-12-13-19-brut-nature,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_RuppertLeroy_e58e34f9-35ce-484c-8e5a-0e34e47c557b.jpg?v=1661633519,2,,,,,,,,,,,,,,,,,,,,,,,,
double-my-september-12-btl-allocation,Double My 12-btl September22 Allocation,"<div>
<ul>
<li>AREB</li>
<li>ARRO</li>
<li>ARGR*</li>
<li>PR12N*</li>
<li>PR13*</li>
<li>PTBB*</li>
<li>PT12*</li>
<li>PTRO</li>
<li>EDES*</li>
<li>EDCN*</li>
<li>ED14*</li>
<li>EDBT</li>
</ul>
<p> </p>
</div>
<ul></ul>",fatcork,,Club package,"ABV-12, SEPT2022, VARIANT-40588505448492-TYPE-BOX, VARIANT-40588505448492-UNIT-ML, VARIANT-40588505448492-VOLUME-9000.0",false,Title,Default Title,,,,,DBLMMSEPT22,22226.02613,shopify,deny,manual,749.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/ScreenShot2022-08-16at9.33.10AM_fbdfb2c8-ac19-4dc5-aefd-9eff69c5433d.png?v=1660669526,1,,false,,,,,,,,,,,,,,,lb,,433.20,true,true,,,archived
double-my-6-bottle-allocation-1,Double My 6-bottle September22 Allocation,"<ul>
<li>AREB<br>
</li>
<li>ARRO<br>
</li>
<li>ARGR*</li>
<li>PR12N*<br>
</li>
<li>PTBB<br>
</li>
<li>PTRO<br>
</li>
</ul>
<div id=""gtx-trans"" style=""position: absolute; left: 246px; top: 125px;"">
<div class=""gtx-trans-icon""></div>
</div>",fatcork,,Club package,"ABV-12, SEPT2022, VARIANT-40588459933740-TYPE-BOX, VARIANT-40588459933740-UNIT-ML, VARIANT-40588459933740-VOLUME-4500.0",false,Title,Default Title,,,,,DBLFFSEPT22,11339.80925,shopify,deny,manual,396.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/ScreenShot2022-08-16at9.33.10AM_f57d9e70-de42-4d6e-849e-0300e1667032.png?v=1660671407,1,,false,,,,,,,,,,,,,,,lb,,171.13,true,true,,,archived
double-my-4-btl-september-allocation,Double My 4-btl September22 Allocation,"<ul>
<li>AREB<br>
</li>
<li>ARRO<br>
</li>
<li>PTBB<br>
</li>
<li>PT12*</li>
</ul>",fatcork,,Club package,"ABV-12, SEPT2022, SEPT22, VARIANT-40588448890924-TYPE-BOX, VARIANT-40588448890924-UNIT-ML, VARIANT-40588448890924-VOLUME-3000.0",false,Title,Default Title,,,,,DBLWKSEPT22,7711.07029,shopify,deny,manual,264.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/ScreenShot2022-08-16at9.33.10AM.png?v=1660671503,1,,false,,,,,,,,,,,,,,,lb,,121.84,true,true,,,archived
les-protelles-rose-de-saignee-2019,Les Protelles Rosé de Saignée 2019,"<p><b>SEE: </b><span style=""font-weight: 400;"">Lush, deep pink with flecks of purple and gold</span></p>
<p><b>SMELL: </b><span style=""font-weight: 400;"">Wet limestone and herbaceous dried flowers </span></p>
<p><b>TASTE: </b><span style=""font-weight: 400;"">Strawberry, crushed rose petals and fresh top soil. Round and plush with tannic structure, this cuvée drinks like a cold, effervescent red Burgundy.</span></p>
<p><b>PAIR: </b><span style=""font-weight: 400;"">These bubbles shine on their own, but they also pair well with grilled salmon, duck confit, braised lamb, sauteed root veggies or steak tartare with a crusty baguette and Dijon mustard.</span><br></p>",Piollot Père et Fils,,Standard,"ABV-12, Badge: Bryan's Choice, Bottle Size_Standard, Dosage_Extra Brut (0-6 g/l), Extra Brut, Grower_Piollot Père et Fils, Inventory, REGION-AUBE, Single Bottles, spo-default, spo-disabled, Style_Single variety, VARIANT-40519569473580-TYPE-BOTTLE, VARIANT-40519569473580-UNIT-ML, VARIANT-40519569473580-VOLUME-750.0, VINTAGE-100% 2019",true,Title,Default Title,,,,,PLRO19,1814.36948,shopify,deny,manual,82.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_PLRO_4d7e6e6f-2db7-407e-a45d-d020c03f4512.jpg?v=1658443552,1,,false,Les Protelles Rosé de Saignée | Rosé Champagne by Piollot Pere et Fils | fatcork,"Sip on the delightful Les Protelles Rosé de Saignée champagne from farcork. With its elegant flavor and beautiful color, it's the perfect choice for any special occasion. ",,,,,,,,,,,,,lb,,46.81,true,true,,,active
les-protelles-rose-de-saignee-2019,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Piollot_e4018e1c-2a95-458d-8a8f-68f2eae2f642.jpg?v=1658443552,2,,,,,,,,,,,,,,,,,,,,,,,,
les-protelles-rose-de-saignee-2019,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/piollot-image-bandeau-4-scaled_c617093c-a3f2-44b9-9873-cbbe5355f35f.jpg?v=1658443552,3,,,,,,,,,,,,,,,,,,,,,,,,
come-des-tallants-magnum-2018,Come Des Tallants Magnum 2018,"<meta charset=""utf-8"">
<p><b>SEE: </b><span style=""font-weight: 400;"">Shimmering gold with distinct clarity and a lively mousse</span></p>
<p><b>SMELL: </b><span style=""font-weight: 400;"">Toffee and tropical fruit followed by cellar musk and brioche </span></p>
<p><b>TASTE: </b><span style=""font-weight: 400;"">Juicy orchard fruit. Bone-dry with a backbone of fresh citrus acidity. </span></p>
<p><b>PAIR: </b><span style=""font-weight: 400;"">This cuvée is perfect as an aperitif. It also works beautifully with Mexican food. Pop a bottle on taco night or the next time you’re grilling up fajitas.  </span><br></p>",Piollot Père et Fils,,Large Format,"ABV-12, Bottle Size_Large Format, Brut Nature, Grower_Piollot Père et Fils, Inventory, REGION-AUBE, Single Bottles, spo-default, spo-disabled, Style_Blanc des Noirs, Style_Single variety, VARIANT-40519549517868-TYPE-BOTTLE, VARIANT-40519549517868-UNIT-ML, VARIANT-40519549517868-VOLUME-3000.0, VINTAGE-100% 2018",true,Title,Default Title,,,,,PLCTM18,3628.73896,shopify,deny,manual,158.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_PLCT18M.jpg?v=1667857558,1,,false,,,Champagne,,,,new,true,,,,,,,lb,,75.21,true,true,,,active
just-the-tetes,Just The Têtes,"<p>A collection of <meta charset=""utf-8""><span data-mce-fragment=""1"">tête de cuvées</span> from three of our most elusive and exclusive producers! Each of these stellar bubbles are in limited quantity and we at fatcork are honored to have them. <span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">What makes these Champagnes the best in show? We think these three bottles are unique and remarkable in quality. Try them out for yourselves!</span></p>
<p>Included: <br></p>
<ul>
<li>1 x <span data-mce-fragment=""1"">Stéphane Regnault Lydien No. 62 Grand Cru</span>
</li>
<li>1 x <meta charset=""utf-8""> <span data-mce-fragment=""1"">Etienne Calsac Les Rocheforts Terroir de Bisseuil 1er Cru</span>
</li>
<li>1 x <meta charset=""utf-8""> <span data-mce-fragment=""1"">Ruppert-Leroy Fosse Grely Brut Nature 2018</span>
</li>
<li>handwritten gift note</li>
</ul>",Bundle,,Bundle,"ABV-12, Bundle, Gift Set, Gift Sets, VARIANT-40498239307820-TYPE-BOX, VARIANT-40498239307820-UNIT-ML, VARIANT-40498239307820-VOLUME-2250.0",true,Title,Default Title,,,,,JTTS,5443.10844,shopify,deny,manual,298.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Just-the-Tetes.jpg?v=1687298532,1,,false,Shop Just the Têtes Gift Set | Champagne | fatcork,"Savor the finest champagne from Fat Cork with ""Just the Tetes."" Indulge in the purest expression of champagne and elevate your celebrations. Buy them in fatcork!",,,,,,,,,,,,,lb,,148.89,true,true,,,active
just-the-tetes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/P5251026copy.jpg?v=1687298532,2,,,,,,,,,,,,,,,,,,,,,,,,
just-the-tetes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/FatcorkStephaneRegnault.jpg?v=1687298532,3,,,,,,,,,,,,,,,,,,,,,,,,
just-the-tetes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/calsac-3_61b46301-6d9d-4fa3-b8b5-531793439bab.jpg?v=1687298532,4,,,,,,,,,,,,,,,,,,,,,,,,
just-the-tetes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/ECEB.jpg?v=1687298532,5,,,,,,,,,,,,,,,,,,,,,,,,
just-the-tetes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork-Ruppert-Leroy1.jpg?v=1687298532,6,,,,,,,,,,,,,,,,,,,,,,,,
just-the-tetes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/dsc-0169-scaled_9d9f951d-0e7c-49d2-a0df-433b28410981.jpg?v=1687298532,7,,,,,,,,,,,,,,,,,,,,,,,,
rossignol-blanc-des-blancs-extra-brut-grand-cru-2015,Rossignol Blanc des Blancs Extra Brut Grand Cru 2016,"<p><b>SEE: </b><span style=""font-weight: 400;"">Yellowed parchment</span></p>
<p><b>SMELL: </b><span style=""font-weight: 400;"">Buttermilk, toast, ripe stone fruit and lemon curd </span></p>
<p><b>TASTE:</b><span style=""font-weight: 400;""> Pink grapefruit, almond and umami notes. Fresh and saline in the finish. </span></p>
<p><b>PAIR: </b><span style=""font-weight: 400;"">Enjoy this cuvée as an aperitif in a wide-bowl Burgundy glass or alongside hearty dishes like chicken piccata with roasted potatoes or seared scallops with parsnip puree and crispy pancetta.</span></p>
<style><!--
.tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
--></style>",Vauversin,,Standard,"ABV-12, Bottle Size_Standard, Dosage_Brut Nature (0-3 g/l), Grower_Vauversin, Inventory, REGION-CÔTE DES BLANCS, Single Bottles, spo-default, spo-disabled, Style_Blanc des Blancs, VARIANT-40485413683244-TYPE-BOTTLE, VARIANT-40485413683244-UNIT-ML, VARIANT-40485413683244-VOLUME-750.0, VINTAGE-VINTAGE 2016",true,Title,Default Title,,,,,VABB16,1814.36948,shopify,deny,manual,112.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/files/VABB16-Edit.jpg?v=1687389010,1,,false,Rossignol Blanc des Blancs Extra Brut Grand Cru | Champagne by Vauversin ,Elevate your wine collection with the exceptional Rossignol Blanc des Blancs Extra Brut Grand Cru from fatcork. Order now and indulge.,,,,,,,,,,,,,lb,,67.60,true,true,,,active
rossignol-blanc-des-blancs-extra-brut-grand-cru-2015,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/IMG_5591_c3997f2e-df92-4135-9c71-a24c15f0d8a4.jpg?v=1687389010,2,,,,,,,,,,,,,,,,,,,,,,,,
orpair-blanc-des-blancs-extra-brut-grand-cru,Orpair Blanc des Blancs Extra Brut Grand Cru,"<p><b>SEE: </b><span style=""font-weight: 400;"">Daffodil yellow with hints of gold and soft, frothy bubbles</span><br></p>
<p><b>SMELL: </b><span style=""font-weight: 400;"">Warm pie crust, vanilla bean and roasted nuts</span></p>
<p><b>TASTE:</b><span style=""font-weight: 400;""> Lemon curd, vanilla and dried herbs. Smooth and slippery on the palate. </span></p>
<p><b>PAIR: </b><span style=""font-weight: 400;"">Pair this unctuous cuvée with roast chicken, lobster rolls or a bucket full of buttered popcorn on movie night.</span></p>
<style><!--
.tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
--></style>",Vauversin,,Standard,"ABV-12, Bottle Size_Standard, Dosage_Extra Brut (0-6 g/l), Grower_Vauversin, Inventory, REGION-CÔTE DES BLANCS, Single Bottles, spo-default, spo-disabled, Style_Blanc des Blancs, VARIANT-40485365776428-TYPE-BOTTLE, VARIANT-40485365776428-UNIT-ML, VARIANT-40485365776428-VOLUME-750.0, VINTAGE-BASE VINTAGE 2017",true,Title,Default Title,,,,,VAOP,1814.36948,shopify,deny,manual,108.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/files/VAOP-Edit.jpg?v=1687481036,1,,false,Orpair Extra Grand Cru Brut | Blanc de Blancs Champagne by Vauversin | fatcork,Discover the exceptional taste of Orpair Blanc des Blancs Extra Brut Grand Cru by Vauversin. This sparkling wine is perfect for any occasion. Buy now in fatcork!,,,,,,,,,,,,,lb,,59.15,true,true,,,active
orpair-blanc-des-blancs-extra-brut-grand-cru,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/IMG_5591.jpg?v=1687481036,2,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-ordage-blanc-des-blancs-brut-nature-grand-cru,Les Crayères Blanc des Blancs Brut Nature Grand Cru,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">SEE: </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Sunrise yellow. Bright and clear with warm highlights and a dense but fleeting mousse.</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">SMELL: </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Floral with hints of dried lemon verbena</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">TASTE: </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Light on the palate with subtle hints of citrus rind and wet stone. Pleasant acidity and a long, clean finish.</span></p>
<b data-mce-fragment=""1"">PAIR: </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Enjoy this Champagne on its own</span> <span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">as an apéritif, or pair it with a meal of white fish baked in parchment with herbs from the garden and a shaved carrot salad with currants and tarragon-dijon vinaigrette.</span>",Vauversin,,Standard,"ABV-12, Bottle Size_Standard, Brut Nature, Dosage_Brut Nature (0-3 g/l), Grower_Vauversin, Inventory, REGION-CÔTE DES BLANCS, Single Bottles, Style_Blanc des Blancs, Style_Single variety, VARIANT-40485364498476-TYPE-BOTTLE, VARIANT-40485364498476-UNIT-ML, VARIANT-40485364498476-VOLUME-750.0, VINTAGE-BASE VINTAGE 2018",true,Title,Default Title,,,,,VALC,1814.36948,shopify,deny,manual,128.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/files/VALC-Edit.jpg?v=1687480071,1,,false,,,,,,,,,,,,,,,lb,,71.83,true,true,,,active
copy-of-ordage-blanc-des-blancs-brut-nature-grand-cru,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/IMG_5591_0774cb83-2ef0-48fd-8846-80b39b126f75.jpg?v=1687480071,2,,,,,,,,,,,,,,,,,,,,,,,,
aubeline-blanc-des-blancs-brut-grand-cru,Aubeline Blanc des Blancs Brut Grand Cru,"<p><b>SEE: </b><span style=""font-weight: 400;"">Straw yellow with silver tones and lightweight, snappy bubbles</span></p>
<p><b>SMELL: </b><span style=""font-weight: 400;"">Green apple, white florals and biscuit </span></p>
<p><b>TASTE:</b><span style=""font-weight: 400;""> Stone fruit with a semblance of nutty almond cream. Unctuous body balanced by fresh grapefruit-like minerality. Long and lingering in the finish. </span></p>
<p><b>PAIR: <span style=""font-weight: 400;"">Enjoy these bubbles with salmon rillettes, a crusty baguette and fresh herbs or linguini topped with sun-dried tomatoes, chicken sausage and butter-sage sauce.</span></b></p>
<p> </p>
<style><!--
.tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
--></style>",Vauversin,,Standard,"ABV-12, Bottle Size_Standard, Dosage_Brut (0-12 g/l), Grower_Vauversin, Inventory, REGION-CÔTE DES BLANCS, Single Bottles, spo-default, spo-disabled, Style_Blanc des Blancs, VARIANT-40485327208492-TYPE-BOTTLE, VARIANT-40485327208492-UNIT-ML, VARIANT-40485327208492-VOLUME-750.0, VINTAGE-BASE VINTAGE 2018",true,Title,Default Title,,,,,VAAU,1814.36948,shopify,deny,manual,82.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/files/VAAU-Edit.jpg?v=1687372878,1,,false,Vauversin Champagne | Aubeline Blanc de Blancs | fatcork,"Experience the exquisite flavor of Aubeline Blanc des Blancs Brut Grand Cru, a champagne that's a cut above the rest. Order now from Fat Cork and elevate your taste.",,,,,,,,,,,,,lb,,43.94,true,true,,,active
aubeline-blanc-des-blancs-brut-grand-cru,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/IMG_5591_a98e3df8-ab92-40aa-8860-20dd50f5566e.jpg?v=1687372878,2,,,,,,,,,,,,,,,,,,,,,,,,
ordage-blanc-des-blancs-brut-nature-grand-cru,Ordage Blanc des Blancs Brut Nature Grand Cru,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">SEE: </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Ripe Amalfi coast lemon. Translucent and shimmering with tiny fervent beads and a soft, delicate mousse.</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">SMELL: </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Peach, nectarine, citrus, marzipan and toasted brioche</span></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">TASTE: </b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Toasted hazelnut and lemon rind. Unctuous and round with notes of buttermilk biscuit. Powerful yet elegant with bold citrus tones and chalky minerality. </span></p>
<b data-mce-fragment=""1"">PAIR:</b><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""> Serve these bubbles with olive oil-poached salmon and blistered fingerling potatoes tossed in grainy mustard and a fresh celery root remoulade.</span>",Vauversin,,Standard,"ABV-12, Bottle Size_Standard, Brut Nature, Dosage_Brut Nature (0-3 g/l), Grower_Vauversin, Inventory, REGION-CÔTE DES BLANCS, Single Bottles, Style_Blanc des Blancs, Style_Single variety, VARIANT-40485326979116-TYPE-BOTTLE, VARIANT-40485326979116-UNIT-ML, VARIANT-40485326979116-VOLUME-750.0, VINTAGE-PERPETUAL RESERVE 2014-2018",true,Title,Default Title,,,,,VAOR,1814.36948,shopify,deny,manual,150.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_VAOR.jpg?v=1661542866,1,,false,Ordage Brut Nature | Blanc de Blancs Champagne by Vauversin | fatcork,Savor the luxurious Ordage Blanc des Blancs Brut Nature Grand Cru by Vauversin. This exquisite sparkling wine is a must-try for wine enthusiasts. Buy your champagne in fatcork!,,,,,,,,,,,,,lb,,82.47,true,true,,,active
ordage-blanc-des-blancs-brut-nature-grand-cru,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/IMG_5591_fc38e249-ca6d-4545-b082-62774be528e6.jpg?v=1661542866,2,,,,,,,,,,,,,,,,,,,,,,,,
original-blanc-des-blancs-extra-brut-grand-cru,Original Blanc des Blancs Extra Brut Grand Cru,"<p><b>SEE: </b><span style=""font-weight: 400;"">Shimmering gold and pale yellow with delicate bubbles below a dense mousse</span></p>
<p><b>SMELL: </b><span style=""font-weight: 400;"">Citrus rind, green apple skin, butter and freshly baked sourdough</span></p>
<p><b>TASTE:</b><span style=""font-weight: 400;""> Rhubarb, citrus, toasted almond and sweet cream butter balanced by striking acidity. Delicate effervescence with a mineral, fresh finish.</span></p>
<p><b>PAIR: </b><span style=""font-weight: 400;"">Pour this classic </span><span style=""font-weight: 400;"">C​ô​tes des Blancs</span><span style=""font-weight: 400;""> chardonnay to complement steamed clams with fennel, butter and garlic. And don’t forget toasted hunks of French bread for sopping up the extra broth.</span><br></p>
<style><!--
.tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
--></style>",Vauversin,,Standard,"ABV-12, Bottle Size_Standard, Dosage_Extra Brut (0-6 g/l), Grower_Vauversin, Inventory, REGION-CÔTE DES BLANCS, Single Bottles, spo-default, spo-disabled, Style_Blanc des Blancs, Style_Single variety, VARIANT-40485282709548-TYPE-BOTTLE, VARIANT-40485282709548-UNIT-ML, VARIANT-40485282709548-VOLUME-750.0, VINTAGE-BASE VINTAGE 2018",true,Title,Default Title,,,,,VAOG,1814.36948,shopify,deny,manual,79.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/SingleBottle_Filler_fa4b74bf-e0b4-4f48-b2a4-bae535f4a240.jpg?v=1661546881,1,,false,Original Grand Cru Extra Brut | Blanc de Blancs Champagne by Vauversin | fatcork,"Experience the unparalleled taste of Original Blanc des Blancs Extra Brut Grand Cru from fatcork. This sparkling wine is a true masterpiece by Vauversin.
",,,,,,,,,,,,,lb,,43.94,true,true,,,active
original-blanc-des-blancs-extra-brut-grand-cru,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/IMG_5591_1dfccbbf-112c-4c22-b86f-3e64125e72a8.jpg?v=1661546881,2,,,,,,,,,,,,,,,,,,,,,,,,
origine-premier-cru-extra-brut,Origine Premier Cru Extra Brut,"<p><b>SEE: </b><span style=""font-weight: 400;"">Straw yellow with </span><span style=""font-weight: 400;"">flickers of fool's gold</span></p>
<p><b>SMELL: </b><span style=""font-weight: 400;"">Cardamom with hints of pine and dried thyme followed by marshmallow dust and ripe red fruit </span></p>
<p data-mce-fragment=""1""><b>TASTE:  </b><span style=""font-weight: 400;"">Fresh, bright and savory save for subtle hints of ripe red plum skins and orange pith. Weighty with juicy acidity upfront. Dried herbs and cellar must precede an Earl Grey-like tannic presence that leads into a long, dry finish. </span><br></p>",Vadin-Plateau,,Standard,"ABV-12, Badge: New Cuvée!, Bottle Size_Standard, Brut Nature, Dosage_Brut Nature (0-3 g/l), Grower_Vadin-Plateau, Inventory, REGION-VALLÉE DE LA MARNE, Single Bottles, Style_Blanc des Noirs, Style_Extra Brut, Style_Single variety, VARIANT-40485277761580-TYPE-BOTTLE, VARIANT-40485277761580-UNIT-ML, VARIANT-40485277761580-VOLUME-750.0, VINTAGE-80% 2019 20% 2020",true,Title,Default Title,,,,,VPOR,1814.36948,shopify,deny,manual,72.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_VPOR.jpg?v=1665698674,1,,false,,,,,,,,,,,,,,,lb,,36.00,true,true,,,active
origine-premier-cru-extra-brut,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/IMG_1327.jpg?v=1685565149,2,,,,,,,,,,,,,,,,,,,,,,,,
origine-premier-cru-extra-brut,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/files/Vadin-PlateauChamapgne-fatcork_bbb66e17-1858-4954-b9cc-af22e1e8d303.png?v=1685566405,3,,,,,,,,,,,,,,,,,,,,,,,,
